food_code,food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,image_url,,,,,,,,,,,,
BFP296,Spinach souffle ,624.03,150.18,6.27,7.36,10.52,0.89,1.44,114.71,133.69,167.05,53.00,244.07,385.31,2.15,0.12,11.79,0.01,0.63,0.02,0.94,140.49,1.21,0.60,0.21,163.35,3.65,86.09,0.11,0.14,0.25,0.60,0.13,7.37,86.09,15.11,4872.07,small bowl,,,,,,,,,,,,,
BFP299,Beetroot and egg salad (Chukandar aur ande ka salad),352.91,84.92,3.40,3.36,6.45,1.97,0.55,82.25,18.13,48.27,6.48,110.12,66.99,0.55,0.04,9.27,0.00,0.06,0.01,0.35,44.49,0.35,0.19,0.19,4.43,3.28,18.49,0.02,0.05,0.09,0.39,0.06,4.72,18.49,2.70,120.04,small bowl,,,,,,,,,,,,,
BFP300,Sour cream potato salad,505.89,121.90,9.05,2.89,8.13,0.84,1.21,47.29,23.25,55.18,19.19,102.66,367.59,0.90,0.12,4.91,0.00,0.14,0.02,0.42,26.98,1.67,0.30,0.09,4.64,1.61,23.36,0.05,0.04,0.67,0.43,0.10,3.06,23.36,16.43,348.62,small bowl,,,,,,,,,,,,,
BFP301,Tossed green salad,207.56,49.88,3.82,1.33,3.24,1.90,1.33,0.00,33.71,27.50,19.14,65.09,211.22,1.27,0.06,1.40,0.01,0.19,0.01,0.28,0.00,0.05,1.81,0.00,41.19,0.00,34.85,0.04,0.04,0.34,0.15,0.10,1.33,34.85,26.72,2852.92,small bowl,,,,,,,,,,,,,
BFP302,Spring basket salad,668.29,160.46,11.61,3.36,11.30,1.46,3.09,8.17,45.65,51.17,20.75,26.02,252.19,0.85,0.08,2.73,0.00,0.25,0.00,0.59,11.14,3.72,6.00,0.00,99.46,0.00,52.16,0.10,0.08,0.71,0.52,0.13,1.92,52.16,33.71,257.88,basket,,,,,,,,,,,,,
BFP303,Cucumber and yogurt salad (Kheere aur dahi ka salad),151.79,36.13,4.72,2.09,0.93,2.28,1.66,2.87,68.49,65.68,21.87,141.73,215.51,0.52,0.04,0.85,0.01,0.09,0.05,0.32,7.30,0.04,1.00,0.00,8.96,0.00,18.56,0.03,0.08,0.31,0.45,0.07,2.73,18.56,5.85,455.87,small plate,,,,,,,,,,,,,
BFP305,Chicken and tomato towers,418.09,100.55,2.36,6.90,6.99,1.21,1.14,20.73,17.54,66.90,17.28,76.02,212.83,0.77,0.12,6.03,0.01,0.11,0.01,0.36,6.41,1.43,4.66,0.39,21.13,7.90,18.74,0.06,0.04,2.59,0.47,0.21,2.41,18.74,21.47,3242.01,stuffed tomato,,,,,,,,,,,,,
BFP306,Jellied sunshine fruit salad,206.04,48.86,4.21,5.85,0.85,2.86,1.80,0.00,37.14,25.75,17.23,74.20,144.01,0.87,0.08,2.35,0.01,0.41,0.01,0.22,0.00,0.16,0.80,0.00,22.58,0.00,15.17,0.03,0.03,0.11,0.12,0.07,1.08,15.17,11.57,3359.82,small mould,,,,,,,,,,,,,
BFP307,Tomato aspic,212.86,50.37,5.02,6.87,0.26,3.21,1.58,0.00,44.28,26.75,20.76,98.17,192.77,1.18,0.08,3.04,0.01,0.34,0.01,0.23,0.00,0.11,5.89,0.00,35.48,0.00,18.34,0.04,0.04,0.36,0.17,0.07,1.39,18.34,16.86,4731.88,small mould,,,,,,,,,,,,,
BFP308,Frozen frosty fruit salad (Phalon ka salaad),436.01,103.51,15.61,1.68,4.17,14.38,0.26,26.33,28.61,34.43,7.96,13.23,103.47,0.41,0.04,1.81,0.00,0.08,0.01,0.23,64.70,0.17,0.32,0.04,0.64,0.63,8.97,0.03,0.06,0.22,0.19,0.04,1.96,8.97,14.36,155.03,slice,,,,,,,,,,,,,
BFP310,French dressing,3018.61,733.77,3.68,0.32,79.65,3.01,0.22,0.00,6.98,3.76,4.54,261.13,27.43,0.48,0.03,0.17,0.00,0.06,0.02,0.07,0.00,4.07,0.20,0.00,46.95,0.00,0.97,0.00,0.00,0.01,0.01,0.00,0.15,0.97,3.19,20.39,cup,,,,,,,,,,,,,
BFP312,Mayonnaise without eggs,1356.58,329.05,3.98,2.13,33.84,3.68,0.04,0.00,75.54,61.07,6.83,193.58,81.04,0.27,0.03,0.62,0.00,0.02,0.01,0.23,0.00,1.72,0.05,0.00,18.11,0.00,4.87,0.02,0.07,0.05,0.22,0.03,1.31,4.87,3.11,130.15,cup,,,,,,,,,,,,,
BFP313,Curd dressing ,332.04,78.80,8.03,5.59,2.90,7.57,0.22,10.52,194.59,164.76,19.93,204.62,283.26,0.18,0.01,2.00,0.00,0.04,0.04,0.69,26.77,0.06,0.16,0.00,1.66,0.00,18.84,0.06,0.26,0.20,0.50,0.11,2.60,18.84,2.55,48.71,cup,,,,,,,,,,,,,
BFP316,Carrot raita (Gajar ka raita),272.64,64.78,7.19,4.14,2.19,5.99,1.69,6.98,146.72,126.28,22.13,274.46,293.77,0.55,0.05,1.40,0.00,0.15,0.03,0.57,17.76,0.12,0.66,0.00,10.71,0.00,20.30,0.06,0.19,0.24,0.43,0.11,2.21,20.30,4.92,3200.40,bowl,,,,,,,,,,,,,
BFP318,Pumpkin raita (Kaddu ka raita),234.09,55.60,6.02,3.74,1.88,5.48,1.04,6.47,130.11,109.33,17.42,129.14,258.97,0.33,0.03,1.34,0.00,0.07,0.03,0.47,16.47,0.22,0.60,0.00,28.96,0.00,18.64,0.05,0.17,0.27,0.36,0.09,2.08,18.64,4.18,622.33,bowl,,,,,,,,,,,,,
BFP320,Mint and peanut raita (Pudinay aur moongfali ka raita),468.81,112.05,7.31,7.05,6.19,6.17,1.79,8.26,191.01,172.07,48.55,223.01,365.46,1.68,0.12,3.41,0.01,0.38,0.04,0.92,21.03,0.21,0.70,0.00,26.26,0.00,33.23,0.07,0.24,1.27,0.55,0.15,12.07,33.23,4.55,2851.12,bowl,,,,,,,,,,,,,
BFP321,Spinach raita (Palak ka raita),221.94,52.75,5.06,3.95,1.86,3.97,1.39,5.41,142.96,101.73,54.45,126.57,458.18,1.61,0.09,2.06,0.01,0.59,0.02,0.59,13.78,0.67,0.26,0.00,161.02,0.00,79.07,0.11,0.18,0.28,0.36,0.13,3.34,79.07,16.20,4730.64,bowl,,,,,,,,,,,,,
BFP322,Bathua raita,228.83,54.40,5.31,4.13,1.76,4.11,2.19,5.41,206.31,104.17,35.47,110.92,366.14,1.46,0.06,1.72,0.00,0.81,0.02,0.85,13.78,0.16,0.63,0.00,111.31,0.00,30.12,0.06,0.39,0.38,0.45,0.14,1.91,30.12,21.49,1736.10,bowl,,,,,,,,,,,,,
BFP325,Pineapple raita (Ananas ka raita),284.98,67.74,8.62,3.90,2.02,8.12,1.39,6.93,134.53,114.15,18.80,135.48,239.89,0.27,0.03,1.34,0.00,0.45,0.02,0.50,17.63,0.18,0.39,0.00,2.02,0.00,17.45,0.06,0.18,0.18,0.37,0.11,2.05,17.45,12.52,61.34,bowl,,,,,,,,,,,,,
BFP326,Banana raita (Kele ka raita),374.07,89.03,13.51,4.13,2.07,10.11,1.00,6.93,133.23,116.44,24.32,135.43,308.83,0.31,0.05,1.31,0.01,0.16,0.02,0.51,17.63,0.07,0.38,0.00,1.95,0.00,17.36,0.05,0.18,0.30,0.44,0.23,2.21,17.36,3.61,116.02,bowl,,,,,,,,,,,,,
BFP327,Mango raita (Aam ka raita),283.41,67.37,8.23,3.90,2.14,7.87,0.89,6.93,136.06,113.36,19.01,135.46,240.21,0.34,0.04,1.91,0.01,0.11,0.02,0.50,17.63,0.13,1.49,0.00,2.76,0.00,37.55,0.05,0.18,0.23,0.37,0.10,2.23,37.55,11.45,482.43,bowl,,,,,,,,,,,,,
BFP328,Guava raita (Amarood ka raita),270.82,64.36,7.27,4.19,2.07,6.71,3.00,6.93,136.93,117.29,19.61,135.94,283.96,0.28,0.06,1.89,0.00,0.11,0.02,0.54,17.63,0.07,0.85,0.00,2.42,0.00,21.09,0.06,0.18,0.34,0.41,0.10,1.96,21.09,68.43,347.70,bowl,,,,,,,,,,,,,
BFP329,Grapes raita (Angoor ka raita),305.29,72.59,9.66,3.98,2.07,8.51,0.71,6.93,134.52,116.26,17.07,135.64,247.92,0.26,0.03,1.31,0.00,0.07,0.02,0.48,17.63,0.06,1.86,0.00,2.98,0.00,14.40,0.05,0.18,0.19,0.35,0.10,2.07,14.40,6.64,100.44,bowl,,,,,,,,,,,,,
BFP334,Bottle gourd kheer (Ghiya/Lauki kheer),353.53,84.07,10.00,2.70,3.86,9.63,0.55,0.00,94.18,79.10,11.57,19.62,117.46,0.23,0.05,1.09,0.00,0.12,0.02,0.32,0.00,0.38,0.23,0.00,0.47,0.00,13.40,0.03,0.09,0.12,0.37,0.03,1.98,13.40,2.32,167.96,bowl,,,,,,,,,,,,,
BFP336,Pumpkin kheer (Kaddu ki kheer),363.06,86.35,10.44,2.76,3.86,10.12,0.63,0.00,95.61,80.25,11.48,20.99,141.55,0.24,0.05,0.83,0.00,0.11,0.02,0.31,0.00,0.49,0.36,0.00,15.71,0.00,10.07,0.03,0.09,0.17,0.29,0.05,1.81,10.07,3.01,420.84,bowl,,,,,,,,,,,,,
BFP338,Apple kheer (Seb ki kheer),342.04,81.30,11.34,2.14,3.18,10.71,0.51,0.00,75.67,62.83,8.91,15.86,93.41,0.18,0.04,0.68,0.00,0.09,0.27,0.25,0.00,0.33,0.30,0.00,0.61,0.00,4.93,0.02,0.07,0.11,0.22,0.03,1.26,4.93,1.75,155.27,bowl,,,,,,,,,,,,,
BFP345,Caramel custard (baked),516.85,122.70,14.95,5.11,5.01,14.92,0.00,81.15,90.59,105.37,8.42,44.78,107.98,0.53,0.05,9.60,0.00,0.01,0.00,0.50,43.90,0.48,0.00,0.19,0.00,3.24,15.61,0.03,0.12,0.08,0.55,0.06,5.36,15.61,1.34,162.97,small bowl,,,,,,,,,,,,,
BFP346,Vanilla ice cream without egg,949.69,228.67,14.21,2.69,18.15,13.45,0.00,41.70,81.27,69.83,6.63,23.97,89.96,0.10,0.03,0.53,0.00,0.01,0.00,0.25,158.46,0.63,0.00,0.00,0.00,0.00,6.15,0.02,0.12,0.04,0.25,0.04,1.50,6.15,1.36,193.41,ice cream cup,,,,,,,,,,,,,
BFP347,Vanilla ice cream with egg,892.60,214.85,11.71,4.16,17.02,11.69,0.00,86.75,77.42,86.09,7.41,37.72,97.19,0.34,0.03,6.04,0.00,0.01,0.00,0.38,165.01,0.76,0.00,0.12,0.00,2.02,12.13,0.03,0.13,0.05,0.42,0.05,3.82,12.13,1.18,186.68,ice cream cup,,,,,,,,,,,,,
BFP348,Strawberry ice cream,895.98,215.61,12.26,4.15,16.96,11.60,0.00,86.39,77.08,85.83,7.36,37.62,96.40,0.34,0.03,6.02,0.00,0.01,0.00,0.39,164.33,0.75,0.00,0.12,0.00,2.01,12.10,0.03,0.13,0.05,0.42,0.05,3.80,12.10,1.17,185.91,ice cream cup,,,,,,,,,,,,,
BFP350,Chocochip ice cream,1004.91,241.45,16.75,4.23,17.93,16.08,0.00,79.34,73.22,90.59,14.52,34.84,114.27,0.51,0.09,5.84,0.00,0.06,0.00,0.47,151.22,0.81,0.00,0.11,0.20,1.83,12.09,0.03,0.12,0.08,0.41,0.05,3.73,12.09,1.07,170.91,ice cream cup,,,,,,,,,,,,,
BFP351,Choconut ice cream,1144.40,273.96,23.13,5.04,18.49,21.02,0.51,65.65,67.38,115.16,37.50,29.83,145.81,0.89,0.25,5.73,0.00,0.21,0.01,0.80,125.06,1.23,0.30,0.09,0.40,1.52,12.19,0.07,0.11,0.20,0.44,0.05,3.26,12.19,0.90,142.77,sundae glass,,,,,,,,,,,,,
BFP352,Pear chocholate sunday,764.31,183.49,15.02,2.08,13.11,14.41,0.07,29.11,56.67,56.29,12.33,16.26,91.18,0.24,0.07,0.36,0.00,0.02,0.01,0.27,112.13,0.58,0.01,0.00,0.14,0.00,5.22,0.02,0.08,0.10,0.17,0.03,1.02,5.22,1.37,131.58,sundae glass,,,,,,,,,,,,,
BFP353,Chocolate sauce,1108.00,263.20,43.21,1.91,10.39,42.06,0.00,21.30,18.80,68.70,53.00,2.80,154.70,1.13,0.44,0.00,0.00,0.00,0.00,0.74,95.80,0.25,0.00,0.00,0.89,0.00,3.80,0.02,0.01,0.17,0.00,0.01,0.02,3.80,0.00,64.80,tablespoon,,,,,,,,,,,,,
BFP354,Coffee ice cream,633.02,150.62,14.09,3.15,9.43,13.35,0.00,22.23,95.72,84.92,9.79,42.09,132.18,0.15,0.03,2.33,0.00,0.02,0.00,0.31,44.08,0.15,0.00,0.41,0.67,0.00,4.33,0.02,0.13,0.22,0.33,0.04,1.39,4.33,1.30,113.41,ice cream cup,,,,,,,,,,,,,
BFP355,Coffee pear alaska,851.25,203.99,19.36,2.88,13.22,16.88,0.15,28.43,60.61,55.73,8.57,51.11,107.86,0.22,0.03,2.00,0.00,0.05,0.00,0.23,109.17,0.63,0.00,0.07,0.15,0.00,5.53,0.02,0.09,0.23,0.28,0.03,1.74,5.53,1.39,133.63,dish,,,,,,,,,,,,,
BFP356,Crunchy butterscotch,1153.63,277.32,19.92,3.11,20.99,17.73,0.47,46.39,72.26,76.55,12.96,22.24,103.65,0.26,0.06,0.69,0.00,0.10,0.03,0.35,184.22,0.78,0.19,0.00,0.46,0.00,9.99,0.06,0.14,0.44,0.25,0.04,1.55,9.99,1.14,197.10,cup,,,,,,,,,,,,,
BFP358,Peach melba ice cream,834.73,200.85,16.31,2.06,14.51,13.35,0.06,33.23,60.55,53.82,6.90,17.92,81.24,0.11,0.02,0.38,0.00,0.02,0.01,0.21,126.27,0.61,0.01,0.00,0.04,0.00,5.14,0.02,0.09,0.07,0.19,0.03,1.12,5.14,1.31,143.69,sundae glass,,,,,,,,,,,,,
BFP359,Vanilla ice cream with apples in hot cherry sauce,818.69,196.32,22.75,1.73,11.45,14.19,0.26,26.15,56.34,46.38,6.04,31.54,74.21,0.16,0.03,0.38,0.00,0.01,0.17,0.18,99.37,0.41,0.15,0.00,0.38,0.00,4.29,0.02,0.08,0.05,0.17,0.03,0.99,4.29,1.69,145.19,dish,,,,,,,,,,,,,
BFP361,Grape and orange whip,238.51,57.39,6.72,1.41,2.62,5.66,0.97,6.51,17.40,15.37,8.95,14.36,138.86,0.53,0.03,1.61,0.01,0.02,0.00,0.05,24.73,0.11,0.98,0.07,2.00,0.00,13.92,0.05,0.04,0.19,0.24,0.04,2.32,13.92,28.81,460.10,orange case,,,,,,,,,,,,,
BFP362,Honey banana cream,523.14,125.49,13.64,2.78,6.68,10.51,0.70,14.27,43.52,40.03,12.73,15.65,159.94,0.23,0.05,0.62,0.01,0.13,0.00,0.21,54.24,0.26,0.21,0.00,0.75,0.00,8.59,0.02,0.07,0.18,0.22,0.17,1.16,8.59,5.04,165.80,tall stemmed glass,,,,,,,,,,,,,
BFP363,Raspberry bavarian cream,628.33,150.10,17.82,3.34,7.88,15.30,2.19,19.94,26.40,22.93,9.95,24.59,78.98,0.31,0.05,1.99,0.00,0.23,0.00,0.20,75.76,0.54,0.00,0.08,2.63,0.00,8.77,0.02,0.06,0.20,0.25,0.03,0.58,8.77,9.03,102.26,small mould,,,,,,,,,,,,,
BFP364,Fruit delight,446.81,107.09,9.11,2.09,7.09,9.03,0.09,12.28,71.69,61.21,6.93,17.27,96.94,0.15,0.02,0.50,0.00,0.01,0.00,0.23,46.67,0.27,0.19,0.00,0.24,0.00,5.67,0.02,0.08,0.10,0.22,0.03,1.32,5.67,2.26,145.51,small mould,,,,,,,,,,,,,
BFP365,Creamy chocolate mousse,957.52,230.52,9.53,6.85,18.16,8.99,0.00,129.13,45.25,95.04,26.51,48.64,127.50,0.96,0.18,10.46,0.00,0.01,0.00,0.67,196.50,0.89,0.00,0.21,0.07,3.60,16.31,0.03,0.11,0.10,0.45,0.06,5.03,16.31,0.37,126.31,dish,,,,,,,,,,,,,
BFP366,Cold lemon souffle,711.96,169.87,15.62,5.89,9.78,13.88,0.00,98.14,55.03,72.62,6.74,46.35,81.69,0.53,0.02,8.82,0.00,0.01,0.00,0.41,160.82,0.51,0.00,0.17,0.00,3.01,12.88,0.03,0.12,0.07,0.44,0.05,4.92,12.88,3.57,98.04,souffle dish,,,,,,,,,,,,,
BFP367,Cold orange souffle,725.84,173.19,16.27,5.94,9.82,14.42,0.11,98.65,55.45,73.20,7.19,46.53,88.17,0.57,0.03,8.79,0.00,0.01,0.00,0.40,161.66,0.51,0.03,0.17,0.22,3.03,14.01,0.03,0.12,0.09,0.45,0.05,5.19,14.01,4.18,157.63,souffle dish,,,,,,,,,,,,,
BFP368,Cold pineapple souffle,759.70,181.22,16.85,6.23,10.39,14.99,0.00,104.39,57.13,76.29,6.79,49.38,79.86,0.54,0.03,9.29,0.00,0.03,0.00,0.42,171.05,0.54,0.00,0.18,0.00,3.20,13.29,0.03,0.13,0.07,0.46,0.05,5.23,13.29,0.82,104.16,souffle dish,,,,,,,,,,,,,
BFP369,Cold vanilla souffle,752.42,179.54,16.29,6.22,10.32,14.49,0.00,100.85,62.47,79.83,6.94,49.09,83.30,0.52,0.03,9.03,0.00,0.01,0.00,0.43,165.25,0.53,0.00,0.18,0.00,3.10,13.01,0.03,0.13,0.07,0.46,0.05,5.18,13.01,0.55,113.07,souffle dish,,,,,,,,,,,,,
BFP370,Cold chocolate souffle,785.84,187.53,17.22,6.37,10.86,15.31,0.00,98.07,62.91,88.53,14.94,47.77,104.98,0.68,0.09,8.85,0.00,0.02,0.00,0.53,160.80,0.56,0.00,0.17,0.07,3.01,13.36,0.03,0.13,0.10,0.45,0.05,5.09,13.36,0.54,110.62,souffle dish,,,,,,,,,,,,,
BFP371,Stewed fruit (with pear),314.90,74.32,18.22,0.25,0.32,17.67,2.84,0.00,5.94,5.18,5.87,1.70,68.56,0.21,0.07,0.03,0.01,0.06,0.01,0.06,0.00,0.19,1.11,0.00,8.08,0.00,3.60,0.01,0.01,0.08,0.03,0.06,0.88,3.60,2.06,57.78,bowl,,,,,,,,,,,,,
BFP372,Apricot fool,1004.77,240.79,33.64,1.54,11.35,21.29,1.00,27.58,26.37,38.89,8.64,8.28,105.45,0.73,0.14,0.57,0.00,0.11,0.03,0.21,104.79,0.62,1.06,0.00,1.45,0.00,5.02,0.02,0.06,0.47,0.23,0.04,0.79,5.02,0.64,1198.22,tall stemmed glass,,,,,,,,,,,,,
BFP373,Pavlova,838.74,200.60,21.84,1.84,12.29,20.37,0.06,31.94,23.00,26.37,6.30,26.34,86.90,0.25,0.03,2.00,0.00,0.05,0.00,0.13,121.36,0.40,0.12,0.10,0.16,0.00,5.30,0.01,0.07,0.13,0.22,0.03,1.01,5.30,6.57,105.08,meringue,,,,,,,,,,,,,
BFP379,Apple crumb pudding,926.97,220.85,35.17,1.54,8.87,27.69,1.33,21.68,38.49,26.04,10.25,59.36,159.24,1.05,0.08,1.28,0.00,0.14,0.44,0.22,97.51,0.24,0.51,0.00,1.81,0.00,8.01,0.05,0.03,0.34,0.05,0.04,0.16,8.01,3.66,166.66,small plate,,,,,,,,,,,,,
BFP380,Steamed cake with chocolate sauce,1258.71,301.91,29.06,4.49,19.01,19.72,0.29,78.72,67.76,147.54,25.73,100.32,131.49,0.85,0.18,4.61,0.00,0.07,0.01,0.64,201.93,0.62,0.71,0.09,1.55,1.53,10.84,0.04,0.08,0.18,0.37,0.04,2.76,10.84,0.76,234.47,small mould,,,,,,,,,,,,,
BFP382,Hot lemon souffle,650.28,155.25,16.31,5.29,7.93,12.07,0.14,116.79,48.77,90.50,9.20,47.75,106.74,0.55,0.04,9.89,0.00,0.04,0.01,0.33,100.54,0.45,0.38,0.54,0.64,4.46,17.04,0.04,0.09,0.15,0.71,0.05,8.12,17.04,10.64,127.65,bowl,,,,,,,,,,,,,
BFP386,Gulab jamun with milk powder,1953.29,471.15,28.24,0.85,40.15,27.04,0.05,1.25,26.13,22.38,3.16,67.28,33.68,0.13,0.04,0.25,0.00,0.01,0.00,0.12,3.53,19.58,0.11,0.00,2.52,0.00,1.51,0.01,0.03,0.03,0.08,0.01,0.35,1.51,0.14,11.27,piece,,,,,,,,,,,,,
BFP388,Chum chum,551.69,130.05,28.27,1.52,1.92,27.84,0.02,0.10,62.58,49.40,5.13,16.65,64.67,0.13,0.05,0.58,0.00,0.01,0.00,0.21,0.19,0.09,0.04,0.00,0.01,0.00,3.27,0.02,0.06,0.05,0.19,0.02,0.84,3.27,0.86,86.52,piece,,,,,,,,,,,,,
BFP389,Dil bahar,551.69,130.05,28.27,1.52,1.92,27.84,0.02,0.10,62.58,49.40,5.13,16.65,64.67,0.13,0.05,0.58,0.00,0.01,0.00,0.21,0.19,0.09,0.04,0.00,0.01,0.00,3.27,0.02,0.06,0.05,0.19,0.02,0.84,3.27,0.86,86.52,piece,,,,,,,,,,,,,
BFP390,Rasbhari,551.69,130.05,28.27,1.52,1.92,27.84,0.02,0.10,62.58,49.40,5.13,16.65,64.67,0.13,0.05,0.58,0.00,0.01,0.00,0.21,0.19,0.09,0.04,0.00,0.01,0.00,3.27,0.02,0.06,0.05,0.19,0.02,0.84,3.27,0.86,86.52,piece,,,,,,,,,,,,,
BFP391,Rajbogh,566.87,133.70,28.16,1.71,2.28,27.66,0.11,0.10,63.23,53.74,6.42,16.57,73.47,0.17,0.05,0.66,0.00,0.02,0.01,0.23,0.19,0.39,0.05,0.00,0.17,0.00,3.82,0.03,0.06,0.05,0.19,0.03,0.94,3.82,0.86,90.37,piece,,,,,,,,,,,,,
BFP392,Rasgulla,503.26,118.64,25.79,1.38,1.75,25.40,0.01,0.09,57.09,45.07,4.68,15.19,58.99,0.12,0.04,0.53,0.00,0.01,0.00,0.19,0.18,0.09,0.03,0.00,0.01,0.00,2.98,0.02,0.06,0.04,0.17,0.02,0.77,2.98,0.79,78.92,piece,,,,,,,,,,,,,
BFP393,Rasmalai,574.94,135.55,29.17,1.61,2.11,28.71,0.07,0.09,62.31,51.38,5.86,16.46,69.18,0.15,0.05,0.62,0.00,0.01,0.01,0.22,0.19,0.27,0.05,0.00,0.10,0.00,3.56,0.02,0.06,0.05,0.18,0.03,0.89,3.56,0.85,87.72,piece,,,,,,,,,,,,,
BFP396,Khoa coconut burfi,1729.94,411.45,36.55,9.98,26.01,35.60,4.07,0.00,309.84,288.22,54.94,31.14,459.51,2.10,0.28,28.71,0.06,0.63,0.04,1.56,0.00,1.53,0.28,0.00,0.75,0.00,52.94,0.07,0.07,0.40,0.22,0.07,10.42,52.94,0.00,140.13,piece,,,,,,,,,,,,,
BFP397,Danedar burfi,431.87,102.68,12.33,3.24,4.72,11.98,0.09,0.00,107.53,94.74,11.91,23.31,116.64,0.24,0.07,1.07,0.00,0.03,0.02,0.38,0.00,0.35,0.05,0.00,0.10,0.00,6.97,0.04,0.10,0.09,0.33,0.04,1.85,6.97,2.41,181.28,piece,,,,,,,,,,,,,
BFP401,Semolina burfi (Suji/Rava burfi),1457.24,348.67,47.10,3.47,16.86,28.67,2.80,39.41,14.86,33.06,11.53,8.33,99.53,1.01,0.16,2.95,0.00,0.71,0.02,0.61,147.69,0.98,2.30,0.00,0.34,0.00,6.86,0.08,0.01,0.30,0.20,0.03,0.13,6.86,0.00,373.09,piece,,,,,,,,,,,,,
BFP403,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),781.62,186.18,17.02,1.75,12.66,16.11,4.29,5.11,21.76,48.00,23.61,8.95,283.95,0.79,0.20,4.45,0.00,0.39,0.02,0.32,19.17,1.50,0.96,0.00,52.70,0.00,19.10,0.03,0.03,0.38,0.15,0.08,1.19,19.10,5.01,972.51,piece,,,,,,,,,,,,,
BFP404,Khoa ladoo,1664.44,396.02,34.43,12.21,24.09,33.37,3.08,0.00,358.61,341.83,69.26,31.71,479.67,2.25,0.26,28.57,0.07,0.41,0.09,1.81,0.00,4.01,0.26,0.00,1.82,0.00,60.69,0.13,0.08,0.57,0.28,0.11,12.23,60.69,0.04,154.57,piece,,,,,,,,,,,,,
BFP406,Wheat and gram flour ladoo (Atta besan ladoo),2093.53,501.70,50.50,9.38,29.86,18.46,6.01,60.99,35.27,122.22,44.21,27.06,224.94,2.39,0.21,12.78,0.00,1.31,0.08,1.12,228.60,2.04,3.71,0.00,2.33,0.00,48.10,0.20,0.07,0.99,0.50,0.15,1.95,48.10,0.00,553.28,piece,,,,,,,,,,,,,
BFP407,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),1839.11,441.84,48.02,5.44,25.45,19.79,4.27,58.80,18.04,71.11,29.99,3.93,189.25,1.81,0.30,5.00,0.00,1.03,0.06,1.10,220.40,1.52,3.66,0.00,0.64,0.00,12.77,0.14,0.02,0.51,0.36,0.06,0.33,12.77,0.08,565.68,piece,,,,,,,,,,,,,
BFP412,Sesame chickpeas brittle (Til aur channe ki chikki),1183.00,282.74,50.49,8.50,4.66,36.48,5.54,0.00,150.73,178.66,109.57,17.93,515.43,4.80,0.37,16.47,0.01,0.91,0.12,1.79,0.00,0.16,5.18,0.00,8.00,0.00,67.53,0.14,0.05,0.82,0.59,0.40,0.73,67.53,0.00,302.86,piece,,,,,,,,,,,,,
BFP413,Murmura chikki,1062.00,253.82,59.59,2.12,0.32,48.27,0.37,0.00,63.30,64.30,74.94,15.03,298.86,3.30,0.08,0.00,0.01,0.54,0.03,0.46,0.00,0.03,0.27,0.00,0.14,0.00,8.23,0.04,0.01,0.28,0.19,0.42,0.51,8.23,0.00,17.77,piece,,,,,,,,,,,,,
BFP415,Masala onion pakora/pakoda (Pyaaz ke pakode),2272.16,551.64,6.48,2.05,57.61,1.58,1.44,0.00,11.06,24.35,9.65,99.22,70.11,0.42,0.05,0.37,0.00,0.21,0.00,0.20,0.00,28.34,0.21,0.00,5.86,0.00,20.78,0.04,0.02,0.23,0.16,0.06,1.23,20.78,1.68,54.46,pakora,,,,,,,,,,,,,
BFP416,Masala green chilli pakora/pakoda (Hari mirch kay pakode),2753.79,668.76,5.55,2.22,71.01,0.27,1.34,0.00,8.58,23.56,8.39,120.90,56.48,0.47,0.04,0.35,0.00,0.20,0.01,0.16,0.00,34.96,0.22,0.00,7.04,0.00,18.46,0.05,0.02,0.24,0.13,0.06,0.79,18.46,5.59,119.64,pakora,,,,,,,,,,,,,
BFP420,Chicken pakora/pakoda,2431.97,590.09,4.55,6.03,60.98,0.22,0.96,11.98,9.08,52.40,10.08,103.23,92.90,0.51,0.08,3.91,0.00,0.20,0.01,0.28,1.35,29.22,0.09,0.27,5.13,5.41,16.73,0.05,0.03,1.72,0.33,0.14,1.45,16.73,0.20,16.84,pakora,,,,,,,,,,,,,
BFP421,Fish pakora/pakoda,2377.29,577.03,4.55,5.97,59.52,0.22,0.96,9.04,12.65,62.72,13.44,112.24,95.62,0.63,0.05,12.77,0.00,0.20,0.01,0.25,3.18,29.30,0.09,0.04,5.13,1.02,16.09,0.05,0.03,0.67,0.37,0.06,1.78,16.09,0.20,16.84,pakora,,,,,,,,,,,,,
BFP424,Paneer cutlet,2770.44,672.20,7.62,4.59,69.38,2.52,0.39,0.00,107.86,74.91,8.93,91.45,35.43,0.48,0.05,5.07,0.02,0.10,0.02,0.61,0.00,32.68,0.19,0.00,6.11,0.00,21.20,0.03,0.03,0.19,0.11,0.02,4.11,21.20,1.00,132.28,cutlet,,,,,,,,,,,,,
